id,movie1,movie2,movie3,movie4,movie5,movie6
2381,276,462,1418,1498,1900,2963
2382,1413,1597,1773,1899,2175,3051
2383,400,1063,1545,2187,1822,2435
2384,650,956,952,1619,1373,1949
2385,630,1300,2049,1679,3203,2655
2386,475,614,646,831,1681,1836
2387,726,2015,2267,1803,2761,2595
2388,840,1200,1208,1307,2036,2503
2389,160,1524,2028,2073,3018,2620
2390,791,872,3196,2408,3231,4013
2391,684,1455,1514,2010,2481,2142
2392,1382,1053,1674,2581,2520,2501
2393,987,1232,1793,2645,2673,3970
2394,454,448,780,1176,1858,1702
2395,191,232,1945,3163,2367,2814
2396,2107,2238,2802,2315,2724,2540
2397,793,985,1708,1489,1368,2064
2398,160,1524,2028,2073,3018,2620
2399,987,1232,1793,2645,2673,3970
2400,1413,1597,1773,1899,2382,2175
2401,463,1065,1381,1551,1954,2268
2402,385,643,691,962,1491,1770
2403,750,749,1553,1556,1575,2264
2404,644,657,1581,2489,1998,2364
2405,1213,2082,2076,2074,2716,2712
2406,953,1285,1781,1800,1775,2172
2407,117,194,687,1033,723,1116
2408,791,872,3196,2390,3231,4013
2409,14,24,556,542,693,763
2410,969,1762,1277,2187,1892,2843
2411,59,148,319,341,330,456
2412,294,441,1057,1212,1557,1289
2413,1213,2082,2076,2074,2716,2712
2414,1382,1053,1674,2581,2520,2501
2415,729,1799,1645,1728,2510,3029
2416,626,1390,1896,2214,2131,2024
2417,827,648,1242,1432,1638,1634
2418,1730,2207,3115,2751,2927,3407
2419,1374,2232,2220,3137,2247,2424
2420,987,1232,1793,2645,2673,3970
2421,491,662,626,1445,1620,1823
2422,684,1455,1292,1514,2142,3086
2423,659,662,682,670,635,758
2424,697,892,1437,1670,1864,2247
2425,1717,1651,2041,2042,2194,3187
2426,201,320,310,698,579,1005
2427,1069,1526,1187,1272,2090,2692
2428,249,820,1226,1096,1223,1269
2429,209,1040,1496,2575,3273,3773
2430,557,715,885,1801,1829,2918
2431,1274,1734,1754,1651,2274,2477
2432,223,877,1378,2174,2898,2497
2433,41,1290,1511,1507,1905,1816
2434,56,278,453,517,933,960
2435,400,1063,1545,2187,1822,2845
2436,1213,2082,2076,2074,2716,2712
2437,969,1762,1277,2410,2187,1892
2438,848,822,1845,1773,1712,2503
2439,1213,2082,2076,2074,2716,2712
2440,750,749,1553,1556,1575,2264
2441,340,1152,1324,1941,3204,2756
2442,987,1232,1793,2645,2673,3970
2443,987,1232,1793,2645,2673,3970
2444,726,2015,2267,1803,2761,2595
2445,2555,3668,3577,3144,4806,4423
2446,881,1394,1863,1944,1791,2988
2447,41,1290,1511,1507,2433,1905
2448,2,992,1785,1619,2092,2208
2449,85,569,633,1208,2324,2376
2450,421,561,1104,1000,1725,1336
2451,94,707,864,1489,1256,1939
2452,714,2176,2244,3065,3244,2924
2453,562,1772,1386,1820,2707,2379
2454,1213,2082,2076,2074,2716,2712
2455,256,921,1359,1821,1853,1854
2456,371,748,861,1353,2067,2035
2457,1213,2082,2076,2074,2716,2712
2458,1213,2082,2076,2074,2716,2712
2459,136,175,1835,2027,1871,2896
2460,887,804,1671,2218,1239,1726
2461,223,877,1378,2174,2898,2497
2462,596,1279,1247,1402,2243,4496
2463,67,1681,1730,2207,2246,3183
2464,1382,1053,1674,2581,2520,2501
2465,529,904,1118,1007,2053,1646
2466,610,962,989,1602,1001,1093
2467,1213,2082,2076,2074,2716,2712
2468,1382,1053,1674,2581,2520,2501
2469,314,626,1220,1371,1390,1685
2470,1382,1053,1674,2581,2520,2501
2471,1213,2082,2076,2074,2716,2712
2472,2780,2071,2819,2327,2894,3259
2473,70,404,933,1267,1289,1327
2474,1382,1053,1674,2581,2520,2501
2475,1213,2082,2076,2074,2716,2712
2476,223,877,1378,2174,2898,2497
2477,1734,1754,2470,1674,2864,2535
2478,726,2015,2267,1803,2761,2595
2479,44,268,354,368,287,490
2480,463,1065,1381,1551,1954,2268
2481,684,1455,1514,2010,2142,2391
2482,66,97,258,627,1725,1410
2483,41,1290,1511,1507,2433,1905
2484,2,992,1785,1619,2092,2208
2485,2785,2852,2710,2935,3363,3657
2486,3088,3100,2874,4516,4561,4608
2487,402,582,634,692,2157,2666
2488,726,2015,2267,1803,2761,2595
2489,644,657,1581,2404,1998,2364
2490,264,259,539,619,798,1002
2491,57,182,476,1076,2243,2205
2492,58,711,1108,1458,1764,1987
2493,567,886,874,1653,2054,1552
2494,115,392,497,943,1224,1305
2495,206,196,1817,1700,1831,2599
2496,59,151,148,319,330,663
2497,223,877,1378,2174,2898,2373
2498,1213,2082,2076,2074,2716,2712
2499,2238,2724,2657,3426,3416,3463
2500,106,618,1112,1084,1332,2117
2501,1382,1053,1674,2581,2520,2392
2502,199,197,269,296,469,477
2503,1208,1352,1667,2036,2376,2250
2504,109,374,683,772,933,1111
2505,644,657,1581,2404,2489,1998
2506,715,2047,2847,2430,2908,2792
2507,136,175,1835,2027,1871,2896
2508,62,119,380,546,1995,2065
2509,83,150,180,271,254,527
2510,729,1799,1645,1728,2415,3029
2511,97,561,870,1000,1121,1725
2512,1722,2808,2737,3200,2226,2632
2513,636,1785,1619,2092,2703,2208
2514,987,1232,1793,2645,2673,3970
2515,206,196,1817,1700,1831,2599
2516,953,1285,1781,1800,1775,2172
2517,451,573,819,1155,1723,3611
2518,132,1803,2753,3266,3350,3457
2519,987,1232,1793,2645,2673,3970
2520,1382,1053,1674,2581,2501,2392
2521,40,419,721,1133,1826,2198
2522,190,637,713,632,1460,1648
2523,2780,2071,2472,2327,2894,3259
2524,62,380,546,725,1862,2274
2525,1702,1651,1846,2265,2240,3748
2526,1213,2082,2076,2074,2716,2712
2527,1413,1597,1773,1899,2382,2175
2528,529,470,904,1118,1257,1115
2529,987,1232,1793,2645,2673,3970
2530,457,822,1448,1394,1171,1712
2531,24,116,268,354,265,333
2532,160,1524,2028,2073,3018,2620
2533,953,1285,1781,1800,1775,2172
2534,278,453,517,536,1152,960
2535,1754,2477,2355,2322,2431,2864
2536,414,373,576,762,997,1157
2537,320,584,627,901,803,1326
2538,3088,3100,2874,4516,4561,4608
2539,1943,1758,2099,3055,2841,2592
2540,2238,2724,2657,2499,3426,3416
2541,188,347,636,1096,1223,1301
2542,209,1040,1496,2575,2429,3273
2543,690,944,1757,2427,2713,3025
2544,610,962,989,1602,1001,1093
2545,953,1285,1781,1800,1775,2172
2546,750,749,1553,1556,1575,2264
2547,1213,2082,2076,2074,2716,2712
2548,358,679,1133,1826,2121,2842
2549,1213,2082,2076,2074,2716,2712
2550,320,310,698,803,1180,1326
2551,0,15,84,125,152,552
2552,1213,2082,2076,2074,2716,2712
2553,987,1232,1793,2645,2673,3970
2554,881,1394,1863,2446,1944,1791
2555,3668,3577,3144,4806,4423,4823
2556,115,1224,1305,1994,2577,1972
2557,362,562,840,1820,2707,2152
2558,630,1300,2049,1679,3203,2655
2559,1213,2082,2076,2074,2716,2712
2560,455,499,634,893,1415,3221
2561,630,1300,2049,1679,3203,2655
2562,357,400,861,2004,2020,1911
2563,572,713,1649,1907,2925,2325
2564,1,84,79,83,141,429
2565,1213,2082,2076,2074,2716,2712
2566,3088,3100,2874,4516,4561,4608
2567,320,310,584,698,761,901
2568,2238,2724,2657,2499,3426,3416
2569,714,859,1999,2000,2186,2171
2570,1213,2082,2076,2074,2716,2712
2571,394,643,691,962,830,1491
2572,128,435,800,1311,1233,1262
2573,116,122,172,313,530,629
2574,385,384,643,691,962,1491
2575,209,1040,1496,2429,3273,3773
2576,793,985,1708,1489,1368,2064
2577,303,280,1224,1305,1849,2494
2578,199,197,269,296,469,477
2579,494,2785,2852,2935,3363,3498
2580,314,626,1220,1390,1685,2131
2581,1382,1053,1674,2520,2501,2392
2582,188,281,347,795,738,611
2583,987,1232,1793,2645,2673,3970
2584,2555,3668,3577,3144,4806,4423
2585,953,1285,1781,1800,1775,2172
2586,412,892,1864,2220,3517,3585
2587,256,776,921,1693,1821,1854
2588,249,820,1166,1223,1447,1430
2589,276,462,1498,2381,1900,2963
2590,199,197,296,469,477,464
2591,842,985,1708,1368,1256,2397
2592,1943,1758,2099,3055,2841,2539
2593,798,687,1002,1945,2663,3211
2594,128,435,1311,2780,2974,2472
2595,726,2015,2267,1803,2761,2478
2596,1065,931,971,1353,1381,2268
2597,1167,1288,1874,2354,2279,2906
2598,953,1285,1781,1800,1775,2172
2599,206,300,1029,1992,1831,2166
2600,428,440,1786,1547,2928,3415
2601,1213,2082,2076,2074,2716,2712
2602,1061,1081,903,1461,1763,3045
2603,1213,2082,2076,2074,2716,2712
2604,684,1399,1455,1514,2010,2481
2605,116,205,210,392,556,483
2606,1213,2082,2076,2074,2716,2712
2607,729,1799,1645,1728,2510,2415
2608,241,453,421,517,559,1104
2609,987,1232,1793,2645,2673,3970
2610,298,553,530,592,615,1046
2611,1213,2082,2076,2074,2716,2712
2612,394,643,691,962,830,1491
2613,41,1290,1511,1507,2433,1905
2614,953,1285,1781,1800,1775,2172
2615,357,400,861,2004,2020,1911
2616,1213,2082,2076,2074,2716,2712
2617,303,458,1061,1081,903,1389
2618,511,646,894,1088,1117,1417
2619,1413,1597,1773,1899,2382,2175
2620,160,1524,2028,2073,3018,4134
2621,168,1177,1457,1484,2212,2319
2622,1213,2082,2076,2074,2716,2712
2623,188,281,347,795,738,611
2624,52,444,995,1441,1972,2556
2625,196,300,1817,1700,1831,1846
2626,1785,1619,2261,1985,2208,2515
2627,750,749,1553,1556,1575,2264
2628,987,1232,1793,2645,2673,3970
2629,1213,2082,2076,2074,2716,2712
2630,106,618,858,1488,1789,1764
2631,987,1232,1793,2645,2673,3970
2632,94,864,1489,1256,1939,2286
2633,509,643,1785,1619,2208,2580
2634,3088,3100,2874,4516,4561,4608
2635,454,448,780,1176,1858,1702
2636,557,1801,1856,1954,1809,2209
2637,1213,2082,2076,2074,2716,2712
2638,3088,3100,2874,4516,4561,4608
2639,1424,1481,2045,2670,2728,2907
2640,217,997,1538,2822,2018,2536
2641,438,424,1294,1120,1676,2081
2642,1213,2082,2076,2074,2716,2712
2643,1382,1053,1674,2581,2520,2501
2644,83,150,180,271,254,527
2645,948,987,1232,1793,2673,3970
2646,454,448,780,1176,1858,1702
2647,228,495,852,1118,1747,3284
2648,100,232,458,788,672,1288
2649,596,1279,1247,1866,2273,2957
2650,1754,2477,2355,2322,2431,2864
2651,596,1279,1247,1866,2273,2957
2652,3088,3100,2874,4516,4561,4608
2653,70,96,238,492,929,1108
2654,953,1285,1781,1800,1775,2172
2655,630,1300,2049,1679,3203,2385
2656,575,788,610,1541,1296,1809
2657,2238,2724,2499,3426,3416,3463
2658,124,241,453,421,517,1104
2659,1,84,79,83,141,429
2660,1676,1662,1667,1670,1671,1664
2661,1213,2082,2076,2074,2716,2712
2662,94,707,864,1489,1256,1939
2663,798,1002,1216,1795,1743,3074
2664,644,657,1581,2404,2489,2364
2665,209,1040,1496,2575,2429,3273
2666,1154,2157,3802,4173,3675,4328
2667,1213,2082,2076,2074,2716,2712
2668,630,1300,2049,1679,3203,2655
2669,987,1232,1793,2645,2673,3970
2670,1424,1481,2045,2728,3641,2907
2671,76,793,1050,1091,1708,1142
2672,256,921,1359,1821,1853,1854
2673,948,987,1232,1793,2645,3970
2674,1002,1225,1971,2478,3155,3638
2675,1213,2082,2076,2074,2716,2712
2676,816,747,1234,1184,2341,3992
2677,58,492,711,1108,2009,4025
2678,375,1024,1461,1763,2470,1674
2679,209,1040,1496,2575,2429,3273
2680,3088,3100,2874,4516,4561,4608
2681,310,529,698,505,904,1180
2682,188,281,347,795,738,611
2683,101,574,698,761,809,871
2684,276,462,1418,1498,2381,1900
2685,160,1524,2028,2073,3018,2620
2686,163,769,1711,1966,2304,2078
2687,74,625,646,831,1082,1253
2688,816,747,1234,1184,2341,3992
2689,816,747,1234,1184,2341,3992
2690,47,733,1016,1094,1463,1320
2691,56,278,453,517,933,960
2692,1069,1526,1187,1272,2090,2427
2693,249,820,1226,1096,1223,1269
2694,34,114,118,220,382,391
2695,191,232,1945,3163,2367,2395
2696,2,363,992,1143,1257,1115
2697,2315,2893,2499,3684,3714,3352
2698,881,1394,1863,2446,1944,1791
2699,726,2015,2267,1803,2761,2595
2700,726,2015,2267,1803,2761,2595
2701,575,1065,1551,1856,1954,1809
2702,684,1455,1514,2010,2481,2142
2703,650,956,952,1785,1619,1373
2704,509,591,623,1173,1217,1823
2705,1140,2652,3396,3841,3422,4516
2706,650,956,952,1373,1949,2160
2707,362,562,840,1820,2152,2346
2708,67,595,916,1880,1647,1730
2709,3088,3100,2874,4516,4561,4608
2710,2785,2852,2485,2935,3363,3657
2711,572,713,1649,1907,2925,2325
2712,1213,2079,2082,2076,2074,2716
2713,575,1856,1809,2636,2543,1912
2714,987,1232,1793,2645,2673,3970
2715,1943,1758,2099,3055,2841,2592
2716,1213,2079,2082,2076,2074,2712
2717,644,657,1581,2404,2489,2364
2718,697,892,1437,1670,1864,2247
2719,618,858,1127,1789,1764,2051
2720,987,1232,1793,2645,2673,3970
2721,630,1300,2049,1679,3203,2655
2722,987,1232,1793,2645,2673,3970
2723,887,804,1239,2423,3445,2891
2724,2238,2657,2499,3426,3416,3463
2725,1213,2079,2082,2076,2074,2716
2726,750,749,1553,1556,1575,2264
2727,437,931,1243,1007,1495,1353
2728,1424,1481,2045,2670,3641,2907
2729,209,1040,1496,2575,2429,3273
2730,2555,3668,3577,3144,4806,4423
2731,73,1175,1269,1563,1529,1743
2732,3088,3100,2874,4516,4561,4608
2733,191,476,800,672,1099,1233
2734,200,280,342,336,504,1401
2735,573,995,883,1441,2624,3611
2736,816,747,1234,1184,2341,3992
2737,1722,2808,2512,3200,2226,2632
2738,249,820,1432,1782,2693,3332
2739,595,1834,3336,2965,3012,3794
2740,987,1232,1793,2645,2673,3970
2741,726,2015,2267,1803,2761,2595
2742,1722,2808,2737,2512,3200,2226
2743,30,226,1074,966,1208,1792
2744,953,1285,1781,1800,1775,2172
2745,816,747,1234,1184,2341,3623
2746,201,320,310,698,579,1005
2747,41,1290,1511,1507,2433,1905
2748,987,1232,1793,2645,2673,3970
2749,154,960,1942,1863,2698,2691
2750,729,1799,1645,1728,2510,2415
2751,194,1033,1116,1730,2207,2169
2752,644,657,1581,2404,2489,2364
2753,726,2015,2267,1803,2761,2595
2754,630,1300,2049,1679,3203,2655
2755,630,1300,2049,1679,3203,2655
2756,340,1152,1324,2441,1941,3204
2757,0,15,84,125,152,552
2758,1208,1667,2036,2376,2503,2250
2759,610,842,1083,1368,1609,1751
2760,1762,1277,1754,2410,2477,2437
2761,726,2015,2267,1803,2595,2478
2762,1213,2082,2076,2074,2716,2712
2763,1213,2082,2076,2074,2716,2712
2764,289,510,1182,1511,2010,1872
2765,425,588,898,1995,1500,1628
2766,987,1232,1793,2645,2673,3970
2767,987,1232,1793,2645,2673,3970
2768,1213,2082,2076,2074,2716,2712
2769,457,822,1448,1394,1171,1712
2770,72,105,90,113,140,169
2771,82,255,388,386,702,722
2772,2238,2724,2657,2499,3426,3416
2773,816,747,1234,1184,2341,3992
2774,1213,2082,2076,2074,2716,2712
2775,344,393,1278,1224,1441,1994
2776,106,618,858,1488,1789,1764
2777,987,1232,1793,2645,2673,3970
2778,750,749,1553,1556,1575,2264
2779,711,1108,1929,2009,4025,4386
2780,2071,2472,2819,2327,2894,3259
2781,255,294,388,664,722,1021
2782,58,711,1108,1458,1764,1987
2783,76,793,1050,1091,1708,1142
2784,594,687,1118,1724,1600,1945
2785,494,2579,2852,2935,3363,3498
2786,111,164,274,474,685,1135
2787,8,56,290,761,809,871
2788,41,1290,1511,1507,2433,1905
2789,987,1232,1793,2645,2673,3970
2790,684,1455,1514,2010,2481,2142
2791,630,1300,2049,1679,3203,2655
2792,726,2015,2267,1803,2761,2595
2793,726,1044,1372,1878,2792,3266
2794,43,146,533,923,1361,1416
2795,921,1359,1821,1426,2328,2455
2796,1213,2082,2076,2074,2716,2712
2797,987,1232,1793,2645,2673,3970
2798,47,733,1016,1094,1463,1320
2799,111,404,474,824,1003,1289
2800,793,985,1050,1091,1708,1368
2801,987,1232,1793,2645,2673,3970
2802,2238,2724,2657,2499,3426,3416
2803,169,894,1082,1636,1769,1635
2804,572,713,1649,1907,2925,2325
2805,1382,1053,1674,2581,2520,2501
2806,58,492,711,1108,2009,4025
2807,163,1711,1966,2304,2078,2275
2808,1722,2737,2512,3200,2226,2632
2809,987,1232,1793,2645,2673,3970
2810,23,46,69,130,174,176
2811,650,956,1785,1619,1949,2208
2812,239,261,426,485,876,1480
2813,1213,2082,2076,2074,2716,2712
2814,127,191,303,847,831,2279
2815,1002,1225,1971,2478,3155,3638
2816,1382,1053,1674,2581,2520,2501
2817,1569,1408,1383,2967,3216,2499
2818,630,1300,2049,1679,3203,2655
2819,2157,1986,2780,2071,2327,2894
2820,1943,1758,2099,3055,2841,2592
2821,1213,2082,2076,2074,2716,2712
2822,1099,1049,1128,1589,1940,3112
2823,1213,2082,2076,2074,2716,2712
2824,109,437,628,1243,1043,1165
2825,441,1557,1115,1565,1536,2253
2826,62,380,546,725,1862,2274
2827,205,284,483,1723,1675,2517
2828,816,747,1234,1184,2341,3992
2829,92,266,556,573,1032,1134
2830,457,822,1448,1394,1171,1712
2831,1213,2082,2076,2074,2716,2712
2832,1213,2082,2076,2074,2716,2712
2833,232,672,2198,2279,3163,2695
2834,412,872,1921,3196,2056,2985
2835,827,648,1226,1166,1432,1638
2836,714,859,1999,2000,2186,2171
2837,326,582,578,2157,2332,1986
2838,310,584,698,761,809,871
2839,750,749,1553,1556,1575,2264
2840,41,1290,1511,1507,2433,1905
2841,1943,1758,2099,3055,2592,2539
2842,358,679,1133,1826,2121,3420
2843,987,1232,1793,2645,2673,3970
2844,41,898,1511,1507,1217,1823
2845,400,1063,1545,2187,1822,2435
2846,310,529,698,505,904,1326
2847,726,2015,2267,1803,2761,2595
2848,1213,2082,2076,2074,2716,2712
2849,457,822,1448,1394,1171,1712
2850,491,659,662,1445,1620,2423
2851,726,2015,2267,1803,2761,2595
2852,494,2785,2579,2935,3363,3498
2853,1213,2082,2076,2074,2716,2712
2854,1213,2082,2076,2074,2716,2712
2855,1382,1141,1734,1754,2477,2390
2856,24,268,354,287,542,1045
2857,109,683,772,1111,1006,1279
2858,428,440,1786,1547,2928,3415
2859,86,993,1692,2025,1835,1974
2860,62,119,380,546,782,2176
2861,531,990,1231,1210,1751,2099
2862,650,956,952,1619,1373,1949
2863,1213,2082,2076,2074,2716,2712
2864,1754,2477,2355,2322,2431,2535
2865,1208,1352,1667,2036,2376,2503
2866,953,1285,1781,1800,1775,2172
2867,223,877,1378,2174,2898,2497
2868,201,320,310,698,579,1005
2869,714,2053,2738,2924,3432,3530
2870,217,241,414,373,753,1199
2871,1213,2082,2076,2074,2716,2712
2872,644,657,1581,2404,2489,2364
2873,1213,2082,2076,2074,2716,2712
2874,3088,3100,4516,4561,4608,4597
2875,250,315,478,550,999,1130
2876,630,1300,2049,1679,3203,2655
2877,47,733,1016,1094,1463,1885
2878,385,384,643,691,962,1491
2879,73,1175,1269,1563,1529,1743
2880,470,587,1143,1257,1115,1565
2881,630,1300,2049,1679,3203,2655
2882,987,1232,1793,2645,2673,3970
2883,509,2131,2024,2230,2469,2571
2884,1213,2082,2076,2074,2716,2712
2885,14,39,74,162,161,379
2886,170,682,670,635,1886,1761
2887,1,79,141,356,675,660
2888,218,1283,1704,2266,2205,2640
2889,188,281,347,795,738,611
2890,987,1232,1793,2645,2673,3970
2891,206,196,1817,1700,1831,2599
2892,750,749,1553,1556,1575,2264
2893,2238,2724,2657,2499,3426,3416
2894,2780,2071,2472,2819,2327,3259
2895,428,440,1786,1547,2928,3415
2896,136,641,642,1343,1871,2507
2897,987,1232,1793,2645,2673,3970
2898,223,877,1378,2174,2497,2373
2899,509,591,1182,1217,1373,1823
2900,115,575,563,690,944,1035
2901,2238,2724,2657,2499,3426,3416
2902,188,281,347,795,738,611
2903,1213,2082,2076,2074,2716,2712
2904,449,787,753,825,762,1424
2905,41,1290,1511,1507,2433,1905
2906,285,619,1157,1087,1288,1684
2907,1424,1481,2045,2670,2728,3641
2908,715,2047,2847,2506,2430,2792
2909,1213,2082,2076,2074,2716,2712
2910,95,153,231,331,906,789
2911,750,749,1553,1556,1575,2264
2912,375,743,1024,1461,1763,1924
2913,1213,2082,2076,2074,2716,2712
2914,196,300,1700,1992,1831,1846
2915,188,351,811,830,1301,2284
2916,1213,2082,2076,2074,2716,2712
2917,626,1390,1896,2214,2131,2024
2918,557,715,885,1801,1829,2430
2919,134,303,1224,1918,2577,2494
2920,630,1300,2049,1679,3203,2655
2921,223,877,1378,2174,2898,2497
2922,953,1285,1781,1800,1775,2172
2923,249,820,1166,1096,1447,1430
2924,175,714,859,2000,2244,2148
2925,572,713,1649,1907,2325,2804
2926,509,1182,1217,1373,1823,1529
2927,1730,2207,3115,2751,3277,3407
2928,428,440,940,1786,1547,3415
2929,72,105,90,113,210,444
2930,1213,2082,2076,2074,2716,2712
2931,2555,3668,3577,3144,4806,4423
2932,125,2732,2834,2985,3536,3400
2933,1424,1481,2045,2670,2728,2907
2934,223,877,1378,2174,2898,2497
2935,2785,2852,2710,2485,3363,3657
2936,987,1232,1793,2645,2673,3970
2937,281,347,795,738,611,1443
2938,210,303,280,508,1842,2605
2939,987,1232,1793,2645,2673,3970
2940,428,440,1786,1547,2928,3415
2941,127,194,847,687,1033,1724
2942,160,1524,2028,2073,3018,2620
2943,1413,1597,1773,1899,2382,2175
2944,53,54,138,235,305,432
2945,417,910,1288,1874,2177,2343
2946,41,1290,1511,1507,2433,1905
2947,94,707,864,1489,1939,2130
2948,697,892,1437,1670,1864,2247
2949,729,1711,1836,2078,2415,3029
2950,683,772,2102,3348,4115,4310
2951,1597,1773,1561,2340,2175,2128
2952,644,657,1581,2404,2489,2364
2953,1213,2082,2076,2074,2716,2712
2954,136,175,1835,2027,1871,2896
2955,223,877,1378,2174,2898,2497
2956,485,608,1480,2044,3781,3140
2957,75,164,812,596,1677,1488
2958,2555,3668,3577,3144,4806,4423
2959,630,1300,2049,1679,3203,2655
2960,92,148,266,573,1032,1164
2961,839,1837,1800,1843,3219,2654
2962,1424,1481,2045,2670,2728,2907
2963,276,462,1418,1498,2381,1900
2964,683,772,2102,3348,4115,4310
2965,1717,1784,1651,2425,2753,2761
2966,953,1285,1781,1800,1775,2172
2967,2238,2724,2657,2499,3426,3416
2968,54,83,460,547,452,546
2969,630,1300,2049,1679,3203,2655
2970,729,1711,1836,2078,2415,3029
2971,320,310,584,698,871,901
2972,14,186,427,397,467,502
2973,1511,2004,2433,2210,2747,2615
2974,2780,2071,2472,2327,2894,3259
2975,289,510,1182,1511,2010,1872
2976,199,197,296,932,1293,3169
2977,1213,2082,2076,2074,2716,2712
2978,128,435,852,1311,946,1198
2979,491,662,766,893,1445,1576
2980,11,39,162,298,553,592
2981,1213,2082,2076,2074,2716,2712
2982,610,790,654,1192,1210,1609
2983,881,1394,1863,2446,1944,1791
2984,1734,1754,2470,1674,2477,2864
2985,412,872,1921,3196,2056,2834
2986,1,79,125,141,675,920
2987,630,1300,2049,1679,3203,2655
2988,881,1394,1863,2446,1944,1791
2989,987,1232,1793,2645,2673,3970
2990,454,625,671,848,1702,2155
2991,969,1762,1277,2410,2187,1892
2992,953,1285,1781,1800,1775,2172
2993,1213,2082,2076,2074,2716,2712
2994,1213,2082,2076,2074,2716,2712
2995,2220,2231,3196,2056,3693,3103
2996,86,1825,1348,1954,2442,2443
2997,1676,1662,1667,1670,1671,1664
2998,687,982,3105,4459,3626,4998
2999,462,623,1900,2963,2684,3020
3000,3,218,717,1283,2266,2345
3001,186,466,467,502,694,845
3002,414,373,576,762,997,1157
3003,1213,2082,2076,2074,2716,2712
3004,402,326,499,634,692,990
3005,630,1300,2049,1679,3203,2655
3006,726,2015,2267,1803,2761,2595
3007,1382,1053,1674,2581,2520,2501
3008,232,476,672,1338,2198,2279
3009,449,787,827,753,825,762
3010,881,1394,1863,2446,1944,1791
3011,987,1232,1793,2645,2673,3970
3012,67,595,916,1668,1647,2246
3013,750,749,1553,1556,1575,2264
3014,41,1290,1511,1507,2433,1905
3015,362,562,840,1820,2707,2152
3016,3088,3100,2874,4516,4561,4608
3017,529,904,1118,1007,2053,1646
3018,160,1524,2028,2073,2620,4134
3019,557,889,1801,1829,2918,2113
3020,276,462,1418,1498,2381,1900
3021,223,877,1378,2174,2898,2497
3022,1213,2082,2076,2074,2716,2712
3023,754,1344,1261,2049,2069,3203
3024,73,249,827,820,1166,1223
3025,217,690,944,1381,1635,1757
3026,2238,2724,2657,2499,3426,3416
3027,726,2015,2267,1803,2761,2595
3028,1213,2082,2076,2074,2716,2712
3029,729,1799,1645,1728,2510,2415
3030,228,495,852,1118,1747,2647
3031,59,148,319,327,341,330
3032,880,1413,1773,1561,2340,2175
3033,2555,3668,3577,3144,4806,4423
3034,457,822,1448,1205,1171,1712
3035,73,249,1447,1269,1590,1563
3036,1213,2082,2076,2074,2716,2712
3037,1292,2422,2371,3124,3294,3674
3038,1213,2082,2076,2074,2716,2712
3039,44,268,354,368,287,490
3040,2025,1974,2808,2225,2859,2737
3041,206,196,1817,1700,1831,2599
3042,726,2015,2267,1803,2761,2595
3043,793,985,1050,1091,1368,2064
3044,750,749,1553,1556,1575,2264
3045,1061,1024,1081,903,1461,1763
3046,448,780,848,1858,1472,1487
3047,572,713,1649,1907,2925,2325
3048,371,748,861,1353,2067,2035
3049,2238,2724,2657,2499,3426,3416
3050,953,1285,1781,1800,1775,2172
3051,1413,1597,1773,1899,2382,2175
3052,582,1766,1986,2666,3802,4017
3053,572,713,1649,1907,2925,2325
3054,1069,1526,1187,1272,2090,2427
3055,1443,1210,1943,2099,2164,2841
3056,1213,2082,2076,2074,2716,2712
3057,1208,1352,1667,2036,2376,2503
3058,2555,3668,3577,3144,4806,4423
3059,987,1232,1793,2645,2673,3970
3060,106,618,1112,1084,1332,2117
3061,953,1285,1781,1800,1775,2172
3062,62,437,507,812,621,1243
3063,119,782,1133,1691,2176,3420
3064,1676,1662,1667,1670,1671,1664
3065,352,1378,1369,2898,3414,2867
3066,1213,2082,2076,2074,2716,2712
3067,987,1232,1793,2645,2673,3970
3068,511,894,1636,1769,2060,2287
3069,1762,1277,1545,2410,2187,1822
3070,804,1488,1597,1561,2175,2128
3071,223,877,1378,2174,2898,2497
3072,1213,2082,2076,2074,2716,2712
3073,1213,2082,2076,2074,2716,2712
3074,827,798,1002,1216,1735,1634
3075,400,1063,1545,2187,1822,2435
3076,163,1711,1966,2304,2078,2275
3077,829,946,1198,968,2034,2264
3078,1213,2082,2076,2074,2716,2712
3079,2238,2724,2657,2499,3426,3416
3080,375,572,713,1649,1907,2925
3081,569,747,1452,1667,2190,2341
3082,492,711,858,1108,1458,1789
3083,511,894,1088,1117,1417,1769
3084,190,637,713,632,1460,1648
3085,239,261,426,485,876,1480
3086,1292,2252,1484,2011,2422,2168
3087,1213,2082,2076,2074,2716,2712
3088,3100,2874,4516,4561,4608,4597
3089,1213,2082,2076,2074,2716,2712
3090,987,1232,1793,2645,2673,3970
3091,1213,2082,2076,2074,2716,2712
3092,555,1209,1447,1430,1458,1765
3093,726,2015,2267,1803,2761,2595
3094,581,771,1681,3370,3515,3172
3095,1213,2082,2076,2074,2716,2712
3096,1213,2082,2076,2074,2716,2712
3097,581,771,1681,3370,3172,3094
3098,209,1040,1496,2575,2429,3273
3099,750,749,1553,1556,1575,2264
3100,3088,2874,4516,4561,4608,4597
3101,454,448,780,1176,1858,1702
3102,793,1022,1368,2064,1912,2713
3103,2220,2231,3196,2056,2995,3693
3104,357,394,643,830,1491,1770
3105,2499,3684,3741,3652,3714,3504
3106,41,1290,1511,1507,2433,1905
